,state,ft,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Year of Manufacture,Features,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,Cargo Volumn
363,bangalore,Diesel,SUV,"1,10,455",Manual,2,Renault,Renault Duster,2014,5067,85PS Diesel RxL Plus,632000.0,2014,Comprehensive,Diesel,5.0,110455,KA01,1461 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",20.45,1461.0,83.8bhp@3750rpm,200,Brown,dCi Diesel Engine,1461.0,200Nm@1900rpm,4,CRDI,Yes,No,4315,1822,1695,2673,1240,5 speed,FWD,Power,5.2,Ventilated Disc,Drum,"Tubeless,Radial",5,355
364,bangalore,Petrol,SUV,"26,901",Automatic,1,Hyundai,Hyundai Venue,2020,6946,SX Plus Turbo DCT BSIV,1218000.0,2020,Comprehensive,Petrol,5.0,26901,KA03,998 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",18.15,998.0,118.35bhp@6000rpm,171,Red,,998.0,171.6Nm@1500-4000rpm,3,GDi,Yes,,3995,1770,1605,2500,1440,7-Speed,FWD,Power,5.0,Disc,Drum,Radial,5,350
365,bangalore,Petrol,Hatchback,"65,376",Automatic,1,Hyundai,Hyundai Grand i10,2017,5603,1.2 Kappa Magna AT,524000.0,2017,Zero Dep,Petrol,5.0,65376,KA04,1197 cc,Automatic,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Speakers Front",18.9,1197.0,81.86bhp@6000rpm,113,White,Kappa VTVT Petrol Engine,1197.0,113.75nm@4000rpm,4,MPFI,No,No,3765,1660,1520,2425,1100,4 Speed,FWD,Power,4.8,Disc,Drum,Tubeless,5,256
366,bangalore,Diesel,SUV,"28,177",Manual,3,Mahindra,Mahindra XUV500,2018,6357,W11 BSIV,1405000.0,2018,Comprehensive,Diesel,7.0,28177,KA03,2179 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",15.1,2179.0,152.87bhp@3750rpm,360,Red,mHawk Diesel Engine,2179.0,360Nm@1750-2800rpm,4,Direct Injection,Yes,No,4585,1890,1785,2700,1675,6 Speed,FWD,Power,5.6,Ventilated Disc,Disc,Tubeless Tyres,5,355
367,bangalore,Petrol,SUV,"10,000",Manual,1,Kia,Kia Sonet,2022,8010,GTX Plus Turbo iMT BSVI,1390000.0,2022,Third Party insurance,Petrol,5.0,10000,,998 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",18.2,998.0,118.36bhp@6000rpm,172,Others,Smartstream G1.0 T - GDi,998.0,172Nm@1500-4000rpm,3,GDi,Yes,,3995,1790,1642,2500,1210,6-Speed iMT,FWD,Electric,5.0,Disc,Drum,"Tubeless, Radial",5,392
368,bangalore,Petrol,SUV,"30,000",Automatic,1,MG,MG Hector,2021,8258,Sharp DCT,1889999.9999999998,2021,Comprehensive,Petrol,5.0,30000,KA51,1451 cc,Automatic,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1451.0,141bhp@5000rpm,250,White,1.5 L Turbocharged Intercooled,1451.0,250Nm@1600-3600rpm,4,,Yes,,4655,1835,1760,2750,1820,6-Speed DCT,FWD,Power,5.0,Disc,Disc,"Tubeless, Radial",5,587
369,bangalore,Petrol,SUV,"27,000",Automatic,1,Hyundai,Hyundai Creta,2018,1452,1.6 VTVT AT SX Plus,1275000.0,2018,Third Party insurance,Petrol,5.0,27000,KA04,1591 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",13.0,1591.0,121.3bhp@6400rpm,151,White,VTVT Petrol Engine,1591.0,151Nm@4850rpm,4,MPFi,No,No,4270,1780,1630,2590,1280,6 Speed,FWD,Power,5.3,Disc,Drum,Tubeless,5,355
370,bangalore,Petrol,Hatchback,"90,000",Automatic,3,Hyundai,Hyundai i10,2010,1583,Magna AT,275000.0,2010,Third Party insurance,Petrol,5.0,90000,KA01,1197 cc,Automatic,2010.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Manually Adjustable Exterior Rear View Mirror,Wheel Covers,Centeral Locking,Child Safety Locks",19.2,1197.0,"80 @ 5,200 (PS@rpm)",11,Others,In-Line Engine,1197.0,"11.4 @ 4,000 (kgm@rpm)",4,MPFI,No,No,4047,1709,1567,2523,960,4 Speed,,Power,5.0,Ventilated Disc,Drum,"Tubeless,Radial",5,355
371,bangalore,Petrol,Sedan,"20,000",Manual,1,Honda,Honda City,2022,7260,V MT,1125000.0,2022,Third Party insurance,Petrol,5.0,20000,KA50,1497 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.4,1497.0,117.60bhp@6600rpm,145,Others,i-VTEC,1497.0,145Nm@4600rpm,4,,,,4440,1695,1495,2600,1061,5 Speed,,Electric,5.3,Ventilated Disc,Drum,"Tubeless, Radial",4,510
372,bangalore,Petrol,Sedan,"82,998",Automatic,1,Honda,Honda City,2016,1276,i VTEC CVT SV,650000.0,2016,Comprehensive,Petrol,5.0,82998,KA01,1497 cc,Automatic,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",18.0,1497.0,117.3bhp@6600rpm,145,Red,i VTEC Engine,1497.0,145Nm@4600rpm,4,PGM-Fi,No,No,4440,1695,1495,2600,1065kg,5 Speed CVT,FWD,Power,5.3,Disc,Drum,"Tubeless,Radial",4,355
373,bangalore,Petrol,Sedan,"1,10,000",Automatic,3,Audi,Audi A4,2010,33,1.8 TFSI,700000.0,2010,Third Party insurance,Petrol,5.0,110000,KA51,1781 cc,Automatic,2010.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cassette Player",12.3,1781.0,"163.2@5,700 (PS@rpm)",22,White,In-Line Engine,1781.0,"22.9@1,950-4,700 (kgm@rpm)",4,MPFI,No,Yes,4047,1709,1567,2523,1470,7 Speed,FWD,Power,5.55,Ventilated Disc,Drum,"Tubeless,Radial",4,355
374,bangalore,Petrol,Sedan,"14,500",Manual,1,Honda,Honda City,2019,6733,i-VTEC ZX,1100000.0,2019,Third Party insurance,Petrol,5.0,14500,,1497 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.14,1497.0,117.6bhp@6600rpm,145,Grey,i VTEC Engine,1497.0,145Nm@4600rpm,4,PGM-Fi,No,No,4440,1695,1495,2600,1088kg,5 Speed,FWD,Power,5.3,Ventilated Disc,Drum,"Tubeless,Radial",4,510
375,bangalore,Diesel,Sedan,"1,20,000",Manual,3,Mahindra,Mahindra Verito,2016,3767,1.5 D4 BSIV,260000.0,2016,Third Party insurance,Diesel,5.0,120000,KA05,1461 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks",21.03,1461.0,65bhp@4000rpm,160,White,dCi CRDi Diesel Engine,1461.0,160Nm@2000rpm,4,CRDI,Yes,No,4277,1740,1540,2630,1140kg,5-Speed,FWD,Power,5.25,Disc,Drum,"Tubeless,Radial",4,510
376,bangalore,Petrol,Hatchback,"68,000",Automatic,2,Hyundai,Hyundai i10,2010,1576,Asta Sunroof AT,395000.0,2010,Comprehensive,Petrol,5.0,68000,KA51,1197 cc,Automatic,2010.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",19.2,1197.0,"80 @ 5,200 (PS@rpm)",11,Silver,In-Line Engine,1197.0,"11.4 @ 4,000 (kgm@rpm)",4,MPFI,No,No,4047,1709,1567,2523,1120,4 Speed,,Power,5.0,Ventilated Disc,Drum,"Tubeless,Radial",5,355
377,bangalore,Petrol,Sedan,"25,887",Manual,1,Hyundai,Hyundai Xcent,2019,5785,1.2 VTVT SX,681000.0,2019,Third Party insurance,Petrol,5.0,25887,KA63,1197 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.14,1197.0,81.86bhp@6000rpm,113,White,1.2L Kappa Dual VTVT Petrol,1197.0,113.75nm@4000rpm,4,MPFI,No,No,3995,1660,1520,2425,1140,5 Speed,FWD,Power,4.7,Disc,Drum,Tubeless,4,407
378,bangalore,Petrol,Hatchback,"74,094",Manual,1,Maruti,Maruti S-Presso,2020,7173,VXI Plus 2019-2022,405000.0,2020,Comprehensive,Petrol,5.0,74094,KA04,998 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",21.7,998.0,65.71bhp@5500rpm,89,Others,K10C,998.0,89Nm@3500rpm,3,,,,3565,1520,1567,2380,736-775,5 Speed,FWD,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",5,355
379,bangalore,Petrol,Hatchback,"40,000",Automatic,1,Honda,Honda Jazz,2018,1340,1.2 V AT i VTEC,765000.0,2018,Comprehensive,Petrol,5.0,40000,KA03,1199 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",19.0,1199.0,88.7bhp@6000rpm,110,White,i-VTEC Petrol Engine,1199.0,110Nm@4800rpm,4,PGM - Fi,No,No,3955,1694,1544,2530,1066kg,5 Speed,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
380,bangalore,Diesel,Hatchback,"91,045",Manual,1,Maruti,Maruti Ritz,2014,4143,ZDi,487000.0,2014,Third Party,Diesel,5.0,91045,KA05,1248 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.2,1248.0,73.94bhp@4000rpm,190,Red,DDiS Diesel Engine,1248.0,190Nm@2000rpm,4,CRDI,Yes,No,3775,1680,1620,2360,1125kg,5 Speed,FWD,Power,4.7,Ventilated Disc,Drum,"Tubeless,Radial",5,355
381,bangalore,Diesel,SUV,"80,033",Manual,1,Mahindra,Mahindra XUV500,2018,6359,W11 Option BSIV,1474000.0,2019,Third Party insurance,Diesel,7.0,80033,KA51,2179 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",15.1,2179.0,152.87bhp@3750rpm,360,White,mHawk Diesel Engine,2179.0,360Nm@1750-2800rpm,4,Direct Injection,Yes,No,4585,1890,1785,2700,1725,6 Speed,FWD,Power,5.6,Ventilated Disc,Disc,Tubeless Tyres,5,355
382,bangalore,Diesel,SUV,"70,000",Automatic,2,Mahindra,Mahindra XUV500,2017,3809,AT W10 FWD,1340000.0,2017,Third Party insurance,Diesel,7.0,70000,KA51,2179 cc,Automatic,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",16.0,2179.0,140bhp@3750rpm,330,Others,mHawk Diesel Engine,2179.0,330Nm@1600-2800rpm,4,Direct Injection,Yes,No,4585,1890,1785,2700,1960,6 Speed,FWD,Power,5.6,Disc,Disc,Tubeless Tyres,5,355
383,bangalore,Petrol,MUV,"13,957",Automatic,1,Renault,Renault Triber,2021,7825,RXT EASY-R AMT BSVI,770000.0,2021,Comprehensive,Petrol,7.0,13957,KA53,999 cc,Automatic,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",18.2,999.0,71.01bhp@6250rpm,96,Blue,,999.0,96Nm@3500rpm,3,MPFi,,,3991,1739,1643,2523,947,5 Speed,,Electric,5.0,Disc,Drum,"Tubeless, Radial",5,84
384,bangalore,Petrol,Hatchback,"34,140",Automatic,2,Maruti,Maruti Baleno,2018,5920,1.2 CVT Alpha,818000.0,2018,Third Party insurance,Petrol,5.0,34140,KA03,1197 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",21.4,1197.0,83.1bhp@6000rpm,115,Grey,VVT Petrol Engine,1197.0,115Nm@4000rpm,4,MPFI,No,No,3995,1745,1510,2520,935kg,CVT,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
385,bangalore,Petrol,SUV,"20,056",Manual,1,Ford,Ford Ecosport,2017,6087,1.5 Petrol Titanium BSIV,724000.0,2017,Comprehensive,Petrol,5.0,20056,KA02,1497 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.0,1497.0,121.31bhp@6500rpm,150,White,Ti-VCT Petrol Engine,1497.0,150Nm@4500rpm,3,Direct Injection,No,No,3998,1765,1647,2519,1242Kg,5 Speed,FWD,Power,5.3,Ventilated Disc,Drum,"Tubeless,Radial",4,355
386,bangalore,Petrol,Hatchback,"38,233",Automatic,3,Maruti,Maruti Celerio,2016,10360,ZXI AMT,468000.0,2016,Comprehensive,Petrol,5.0,38233,KA51,998 cc,Automatic,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",26.0,998.0,65.71bhp@5500rpm,89,Red,K10C,998.0,89Nm@3500rpm,3,,,,3695,1655,1555,2435,820,5-Speed,,Electric,5.0,Ventilated Disc,Drum,"Tubeless, Radial",5,313
387,bangalore,Petrol,Sedan,"1,00,000",Manual,1,Volkswagen,Volkswagen Jetta,2013,1913,1.4 TSI Comfortline,500000.0,2013,Third Party insurance,Petrol,5.0,100000,KA03,1390 cc,Manual,2013.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",14.69,1390.0,120.33bhp@5000rpm,200,White,Turbocharged Intercooled ,1390.0,200Nm@1500-4000rpm,4,MPFI,Yes,No,4644,1778,1453,2633,1403kg,6 Speed,FWD,Power,5.5,Disc,Disc,"Tubeless,Radial",4,355
388,bangalore,Diesel,SUV,"50,000",Manual,2,Ford,Ford Ecosport,2016,891,1.5 TDCi Trend BSIV,600000.0,2016,Third Party insurance,Diesel,5.0,50000,,1498 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",22.77,1498.0,98.59bhp@3750rpm,205,Blue,TDCi Diesel Engine,1498.0,205Nm@1750-3250rpm,4,Direct Injection,Yes,No,3999,1765,1708,2520,1220,5 Speed,FWD,Power,5.3,Ventilated Disc,Drum,"Tubeless,Radial",5,355
389,bangalore,Diesel,SUV,"70,000",Manual,2,Mahindra,Mahindra XUV500,2017,3806,W10 AWD,1350000.0,2017,Third Party insurance,Diesel,7.0,70000,KA51,2179 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",16.0,2179.0,140bhp@3750rpm,330,Others,mHawk Diesel Engine,2179.0,330Nm@1600-2800rpm,4,Direct Injection,Yes,No,4585,1890,1785,2700,1915,6 Speed ,AWD,Power,5.6,Disc,Disc,Tubeless Tyres,5,355
390,bangalore,Petrol,Hatchback,"44,000",Manual,1,Hyundai,Hyundai Grand i10,2016,1542,Asta,525000.0,2016,Comprehensive,Petrol,5.0,44000,KA04,1197 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",18.9,1197.0,82bhp@6000rpm,114,Orange,Kappa VTVT Petrol Engine,1197.0,114Nm@4000rpm,4,MPFI,No,No,3765,1660,1520,2425,935kg,5 Speed,FWD,Power,4.8,Disc,Drum,Tubeless,5,355
391,bangalore,Petrol,Hatchback,"90,000",Manual,2,Hyundai,Hyundai Getz,2006,1511,GLS,175000.0,2006,Third Party insurance,Petrol,5.0,90000,KA04,1341 cc,Manual,2006.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Child Safety Locks,Passenger Side Rear View Mirror,Cassette Player",15.3,1341.0,83 PS @ 5500 rpm ,115,Gray,In-Line Engine,1341.0,115 Nm @ 3200 rpm ,4,PFI,No,No,3810,1665,1515,2455,1095kg,5 Speed,,Power,5.0,Ventilated Disc,Drum,"Tubeless,Radial",5,355
392,bangalore,Petrol,Sedan,"30,000",Automatic,1,Maruti,Maruti Ciaz,2016,4008,AT VXi Plus,725000.0,2016,Third Party insurance,Petrol,5.0,30000,,1373 cc,Automatic,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",19.12,1373.0,91.1bhp@6000rpm,130,Others,k14B VVT Engine,1373.0,130Nm@4000rpm,4,MPFI,No,No,4490,1730,1485,2650,1010kg,4 Speed,FWD,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",4,355
393,bangalore,Petrol,Hatchback,"50,000",Manual,1,Hyundai,Hyundai Grand i10,2018,5604,1.2 Kappa Sportz BSIV,550000.0,2018,Third Party insurance,Petrol,5.0,50000,,1197 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.9,1197.0,81.86bhp@6000rpm,113,Others,Kappa VTVT Petrol Engine,1197.0,113.75nm@4000rpm,4,MPFI,No,No,3765,1660,1520,2425,1120,5 Speed,FWD,Power,4.8,Disc,Drum,Tubeless,5,256
394,bangalore,Petrol,Hatchback,"98,000",Manual,1,Maruti,Maruti Swift,2019,4161,VXI BSIV,650000.0,2019,Comprehensive,Petrol,5.0,98000,KA51,1197 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",22.0,1197.0,81.80bhp@6000rpm,113,White,VTVT Engine,1197.0,113Nm@4200rpm,4,MPFi,No,No,3840,1735,1530,2450,860Kg,5,FWD,Power,5.0,Disc,Drum,Tubeless,5,268
395,bangalore,Petrol,Hatchback,"47,000",Automatic,1,Honda,Honda Jazz,2017,6503,V CVT,775000.0,2017,Comprehensive,Petrol,5.0,47000,KA03,1199 cc,Automatic,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",18.2,1199.0,88.7bhp@6000rpm,110,Green,i-VTEC Petrol Engine,1199.0,110Nm@4800rpm,4,PGM - Fi,No,No,3955,1694,1544,2530,1064 Kg,5 Speed,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
396,bangalore,Petrol,Sedan,"70,000",Manual,1,Hyundai,Hyundai Verna,2019,5967,VTVT 1.6 SX,900000.0,2019,Third Party insurance,Petrol,5.0,70000,KA02,1591 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.0,1591.0,121.3bhp@6400rpm,151,Others,VTVT Petrol Engine,1591.0,151Nm@4850rpm,4,MPFI,No,No,4440,1729,1475,2600,1228,6 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,4,480
397,bangalore,Petrol,Hatchback,"16,998",Manual,1,Maruti,Maruti Alto 800,2020,7075,VXI BSVI,408000.0,2020,Comprehensive,Petrol,5.0,16998,KA26,796 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",22.05,796.0,47.33bhp@6000rpm,69,Silver,F8D Petrol Engine,796.0,69Nm@3500rpm,3,,,,3445,1515,1475,2360,762kg,5 Speed,,,4.6,Disc,Drum,Tubeless Tyres,5,355
398,bangalore,Petrol,Hatchback,"15,256",Automatic,1,Hyundai,Hyundai Grand i10,2017,5606,1.2 Kappa Sportz Option AT,642000.0,2017,Comprehensive,Petrol,5.0,15256,KA53,1197 cc,Automatic,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.9,1197.0,81.86bhp@6000rpm,113,Orange,Kappa VTVT Petrol Engine,1197.0,113.75nm@4000rpm,4,MPFI,No,No,3765,1660,1520,2425,1200,4 Speed,FWD,Power,4.8,Disc,Drum,Tubeless,5,256
399,bangalore,Petrol,Sedan,"70,000",Manual,1,Hyundai,Hyundai Verna,2019,5967,VTVT 1.6 SX,900000.0,2019,Third Party insurance,Petrol,5.0,70000,KA02,1591 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.0,1591.0,121.3bhp@6400rpm,151,Others,VTVT Petrol Engine,1591.0,151Nm@4850rpm,4,MPFI,No,No,4440,1729,1475,2600,1228,6 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,4,480
400,bangalore,Petrol,Hatchback,"4,495",Automatic,1,Datsun,Datsun RediGO,2020,6124,AMT 1.0 T Option,521000.0,2020,Comprehensive,Petrol,5.0,4495,KA01,999 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",22.5,999.0,67bhp@5500rpm,91,Black,1.0L Petrol Engine,999.0,91Nm@4250rpm,3,MPFi,No,No,3429,1560,1541,2348,770,5-Speed,2WD,Power,4.7,Disc,Drum,,5,222
401,bangalore,Petrol,MUV,"34,561",Manual,1,Renault,Renault Triber,2020,10070,RXZ,695000.0,2020,Zero Dep,Petrol,7.0,34561,KA11,999 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",20.0,999.0,71.01bhp@6250rpm,96,White,,999.0,96Nm@3500rpm,3,MPFi,,,3991,1739,1643,2523,947,5 Speed,,Electric,5.0,Disc,Drum,"Tubeless, Radial",5,84
402,bangalore,Petrol,Hatchback,"40,000",Manual,2,Maruti,Maruti Alto K10,2018,3946,VXI,390000.0,2018,Third Party insurance,Petrol,5.0,40000,KA05,998 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",23.95,998.0,67.05bhp@6000rpm,90,Others,K Series Petrol Engine,998.0,90Nm@3500rpm,3,MPFi,No,No,3545,1515,1475,2360,779kg,5 Speed,FWD,Power,4.6,Ventilated Disc,Drum,"Tubeless,Radial",5,177
403,bangalore,Petrol,Hatchback,"1,42,135",Manual,1,Tata,Tata Tiago,2016,2983,1.2 Revotron XZ,429000.0,2016,Comprehensive,Petrol,5.0,142135,KA03,1199 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.84,1199.0,84bhp@6000rpm,114,Orange,Revotron Engine,1199.0,114Nm@3500rpm,3,MPFi,No,No,3746,1647,1535,2400,1012kg,5 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,5,355
404,bangalore,Petrol,Sedan,"1,20,000",Manual,1,Ford,Ford Aspire,2021,7606,Ambiente,520000.0,2021,Third Party insurance,Petrol,5.0,120000,KA14,1194 cc,Manual,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Rear,Anti Lock Braking System,Child Safety Locks",18.5,1194.0,94.93bhp@6500rpm,119,White,Ti-VCT Petrol Engine,1194.0,119Nm@4250rpm,3,Direct Injection,No,No,3995,1704,1525,2490,1016-1044kg,5 Speed,FWD,Power,5.0,Ventilated Disc,Drum,Tubeless,4,355
405,bangalore,Petrol,Hatchback,"9,553",Automatic,1,Maruti,Maruti Wagon R,2019,7055,ZXI AMT 1.2,625000.0,2019,Third Party,Petrol,5.0,9553,KA03,1197 cc,Automatic,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.52,1197.0,81.80bhp@6000rpm,113,Brown,K12M Petrol Engine,1197.0,113Nm@4200rpm,4,MPFI,No,No,3655,1620,1675,2435,830-845kg,5 Speed,FWD,Power,4.7,Disc,Drum,"Tubeless Tyres, Radial",5,355
406,bangalore,Petrol,Hatchback,"7,600",Manual,1,Renault,Renault KWID,2022,8911,CLIMBER BSVI,601000.0,2022,Zero Dep,Petrol,5.0,7600,KA50,999 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio",21.46,999.0,67.06bhp@5500rpm,91,Blue,1.0 SCe,999.0,91Nm@4250rpm,3,,,,3731,1579,1490,2523,699,5 Speed,,Electric,5.0,Disc,Drum,"Radial, Tubeless",5,279
407,bangalore,Diesel,SUV,"1,20,000",Manual,1,Jeep,Jeep Compass,2017,5550,2.0 Limited Option,1300000.0,2017,Third Party insurance,Diesel,5.0,120000,KA36,1956 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.1,1956.0,170bhp@3750rpm,350,Others,2.0-Litre 4-Cyl Multijet II Engine,1956.0,350Nm@1750-2500rpm,4,,Yes,No,4395,1818,1640,2636,1562 kgs,6 Speed,4X2,Power,5.0,Disc,Discs,"Radial, Tubless",5,355
